"","Year","Council","","20% most deprived","2","3","4","20% least deprived","All"
"1933","2017","Moray","Abandoned/burnt out vehicles","*","*","1","-","*","1.4"
"1934","2017","Na-h Eileanan Siar","Abandoned/burnt out vehicles","-","4.5","3.1","*","-","3.1"
"1935","2017","North Ayrshire","Abandoned/burnt out vehicles","1.3","*","*","*","*","1.3"
"1936","2017","North Lanarkshire","Abandoned/burnt out vehicles","1.5","2.6","-","1.6","*","1.5"
"1937","2017","Orkney Islands","Abandoned/burnt out vehicles","-","*","-","-","*","1"
"1938","2017","Perth & Kinross","Abandoned/burnt out vehicles","*","*","-","3.2","*","1.6"
"1939","2017","Renfrewshire","Abandoned/burnt out vehicles","5.4","*","*","*","*","1.5"
"1940","2017","Scotland","Abandoned/burnt out vehicles","4.2","2.2","1.3","1.1","0.8","1.9"
"1941","2017","Scottish Borders","Abandoned/burnt out vehicles","*","*","1.2","-","*","0.7"
"1942","2017","Shetland Islands","Abandoned/burnt out vehicles","-","*","8","2","-","4"
"1943","2017","South Ayrshire","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"1944","2017","South Lanarkshire","Abandoned/burnt out vehicles","2.2","0.8","-","-","-","0.6"
"1945","2017","Stirling","Abandoned/burnt out vehicles","*","*","*","1","-","0.7"
"1946","2017","West Dunbartonshire","Abandoned/burnt out vehicles","6.7","7.9","*","*","*","6.4"
"1947","2017","West Lothian","Abandoned/burnt out vehicles","-","1.5","6","*","*","2"
"1948","2017","Aberdeen City","Base","30","70","60","70","130","350"
"1949","2017","Aberdeenshire","Base","10","30","70","120","100","320"
"1950","2017","Angus","Base","20","50","60","70","40","240"
"1951","2017","Argyll & Bute","Base","20","50","100","70","20","250"
"1952","2017","Clackmannanshire","Base","60","70","50","40","40","270"
"1953","2017","Dumfries & Galloway","Base","10","70","100","50","20","250"
"1954","2017","Dundee City","Base","90","50","20","30","40","230"
"1955","2017","East Ayrshire","Base","80","60","40","30","30","250"
"1956","2017","East Dunbartonshire","Base","10","40","10","40","130","230"
"1957","2017","East Lothian","Base","10","80","60","60","50","260"
"1958","2017","East Renfrewshire","Base","20","20","20","30","130","230"
"1959","2017","Edinburgh, City of","Base","100","100","90","120","290","700"
"1960","2017","Falkirk","Base","40","60","60","50","40","260"
"1961","2017","Fife","Base","100","100","100","80","90","460"
"1962","2017","Glasgow City","Base","420","130","120","90","90","840"
"1963","2017","Highland","Base","20","50","100","100","40","320"
"1964","2017","Inverclyde","Base","130","40","40","30","30","270"
"1965","2017","Midlothian","Base","30","90","50","50","40","260"
"1966","2017","Moray","Base","0","30","60","100","40","220"
"1967","2017","Na-h Eileanan Siar","Base","-","70","230","30","-","320"
"1968","2017","North Ayrshire","Base","90","40","30","30","20","210"
"1969","2017","North Lanarkshire","Base","130","130","80","50","30","420"
"1970","2017","Orkney Islands","Base","-","30","70","120","20","240"
"1971","2017","Perth & Kinross","Base","20","20","60","90","50","240"
"1972","2017","Renfrewshire","Base","60","40","40","40","40","220"
"1973","2017","Scotland","Base","1820","1960","2140","2080","1810","9810"
"1974","2017","Scottish Borders","Base","10","30","80","80","20","220"
"1975","2017","Shetland Islands","Base","-","10","70","170","-","250"
"1976","2017","South Ayrshire","Base","40","70","50","40","60","260"
"1977","2017","South Lanarkshire","Base","90","130","80","80","50","430"
"1978","2017","Stirling","Base","30","40","50","80","80","280"
"1979","2017","West Dunbartonshire","Base","100","80","40","30","10","250"
"1980","2017","West Lothian","Base","50","80","60","40","50","280"
"1981","2018","Aberdeen City","Vandalism / graffiti / damage to property","*","12.6","9","4.5","1.8","5.9"
"1982","2018","Aberdeenshire","Vandalism / graffiti / damage to property","*","*","1","2.6","1.2","1.6"
"1983","2018","Angus","Vandalism / graffiti / damage to property","*","*","3.7","1.5","*","3.7"
"1984","2018","Argyll & Bute","Vandalism / graffiti / damage to property","*","*","-","5.3","*","1.8"
"1985","2018","Clackmannanshire","Vandalism / graffiti / damage to property","6","3.4","*","*","*","3.5"
"1986","2018","Dumfries & Galloway","Vandalism / graffiti / damage to property","*","13.3","6.2","*","*","8.5"
"1987","2018","Dundee City","Vandalism / graffiti / damage to property","17.2","14.5","*","*","*","9.6"
"1988","2018","East Ayrshire","Vandalism / graffiti / damage to property","16.2","6.1","*","*","*","9.1"
"1989","2018","East Dunbartonshire","Vandalism / graffiti / damage to property","*","*","*","3","1.1","3.1"
"1990","2018","East Lothian","Vandalism / graffiti / damage to property","*","12.1","7.7","6.4","*","7.3"
"1991","2018","East Renfrewshire","Vandalism / graffiti / damage to property","*","*","*","*","2.9","4.5"
"1992","2018","Edinburgh, City of","Vandalism / graffiti / damage to property","31.8","10.5","18.1","9.7","5.7","12.3"
"1993","2018","Falkirk","Vandalism / graffiti / damage to property","*","1.1","*","*","*","3.2"
"1994","2018","Fife","Vandalism / graffiti / damage to property","9.1","9","5","2.2","3.2","5.6"
"1995","2018","Glasgow City","Vandalism / graffiti / damage to property","20.5","13.6","10.1","6","11.8","14.9"
"1996","2018","Highland","Vandalism / graffiti / damage to property","*","11.6","4.8","-","*","5"
"1997","2018","Inverclyde","Vandalism / graffiti / damage to property","9.3","*","*","*","*","5.9"
"1998","2018","Midlothian","Vandalism / graffiti / damage to property","*","18.7","3.8","7.3","*","12.8"
"1999","2018","Moray","Vandalism / graffiti / damage to property","*","*","4.2","1","*","2.7"
"2000","2018","Na-h Eileanan Siar","Vandalism / graffiti / damage to property","-","1.5","0.3","*","-","0.5"
"2001","2018","North Ayrshire","Vandalism / graffiti / damage to property","15.6","*","*","*","*","10.9"
"2002","2018","North Lanarkshire","Vandalism / graffiti / damage to property","19.1","12.4","7.1","*","*","11.2"
"2003","2018","Orkney Islands","Vandalism / graffiti / damage to property","-","-","-","-","-","-"
"2004","2018","Perth & Kinross","Vandalism / graffiti / damage to property","*","*","-","7","*","4.6"
"2005","2018","Renfrewshire","Vandalism / graffiti / damage to property","12.2","*","*","*","*","6"
"2006","2018","Scotland","Vandalism / graffiti / damage to property","18.1","9.5","6.2","3.7","3.5","8.1"
"2007","2018","Scottish Borders","Vandalism / graffiti / damage to property","*","*","6.8","1.8","*","6.3"
"2008","2018","Shetland Islands","Vandalism / graffiti / damage to property","-","*","-","-","-","0.5"
"2009","2018","South Ayrshire","Vandalism / graffiti / damage to property","*","11.4","*","*","*","6.3"
"2010","2018","South Lanarkshire","Vandalism / graffiti / damage to property","20.8","2.9","8.7","3.1","*","7.8"
"2011","2018","Stirling","Vandalism / graffiti / damage to property","*","*","*","2.8","6.8","6.5"
"2012","2018","West Dunbartonshire","Vandalism / graffiti / damage to property","20.8","12.8","*","*","*","15.2"
"2013","2018","West Lothian","Vandalism / graffiti / damage to property","*","8.7","3.3","*","*","9.5"
"2014","2018","Aberdeen City","Groups or individual harassing others","*","9.4","5.4","6","-","4.8"
"2015","2018","Aberdeenshire","Groups or individual harassing others","*","*","0.8","1.2","1.5","2"
"2016","2018","Angus","Groups or individual harassing others","*","*","-","3","*","1.6"
"2017","2018","Argyll & Bute","Groups or individual harassing others","*","*","1.6","4.3","*","3.2"
"2018","2018","Clackmannanshire","Groups or individual harassing others","4.1","3.4","*","*","*","2.7"
"2019","2018","Dumfries & Galloway","Groups or individual harassing others","*","12.5","4.3","*","*","6.6"
"2020","2018","Dundee City","Groups or individual harassing others","8.6","8.5","*","*","*","5.5"
"2021","2018","East Ayrshire","Groups or individual harassing others","9.1","5.8","*","*","*","4.9"
"2022","2018","East Dunbartonshire","Groups or individual harassing others","*","*","*","1.7","2.4","2.8"
"2023","2018","East Lothian","Groups or individual harassing others","*","7.4","4.4","4.3","*","4.9"
"2024","2018","East Renfrewshire","Groups or individual harassing others","*","*","*","*","0.4","1.8"
"2025","2018","Edinburgh, City of","Groups or individual harassing others","28.7","12.5","12.5","4.5","4.7","10.1"
"2026","2018","Falkirk","Groups or individual harassing others","*","1.9","*","*","*","4.1"
"2027","2018","Fife","Groups or individual harassing others","10.1","5.3","6.9","2.3","1.7","5.2"
"2028","2018","Glasgow City","Groups or individual harassing others","11.7","7.7","2","3.6","3.8","7.6"
"2029","2018","Highland","Groups or individual harassing others","*","15","2.4","1","*","5.4"
"2030","2018","Inverclyde","Groups or individual harassing others","5","*","*","*","*","3.8"
"2031","2018","Midlothian","Groups or individual harassing others","*","9.7","1.7","3.7","*","6"
"2032","2018","Moray","Groups or individual harassing others","*","*","6.4","-","*","3.4"
"2033","2018","Na-h Eileanan Siar","Groups or individual harassing others","-","3.9","0.3","*","-","0.9"
"2034","2018","North Ayrshire","Groups or individual harassing others","10.5","*","*","*","*","7.4"
"2035","2018","North Lanarkshire","Groups or individual harassing others","12.4","6.8","5.7","*","*","7.5"
"2036","2018","Orkney Islands","Groups or individual harassing others","-","*","-","-","*","0.7"
"2037","2018","Perth & Kinross","Groups or individual harassing others","*","*","1","6.2","*","3.3"
"2038","2018","Renfrewshire","Groups or individual harassing others","6.9","*","*","*","*","3.2"
"2039","2018","Scotland","Groups or individual harassing others","13.3","7.2","4","2.5","1.8","5.7"
"2040","2018","Scottish Borders","Groups or individual harassing others","*","*","5.6","2.3","*","6.5"
"2041","2018","Shetland Islands","Groups or individual harassing others","-","*","0.9","0.9","-","1.1"
"2042","2018","South Ayrshire","Groups or individual harassing others","*","2.5","*","*","*","5.2"
"2043","2018","South Lanarkshire","Groups or individual harassing others","16.8","7.6","1.8","-","*","5.8"
"2044","2018","Stirling","Groups or individual harassing others","*","*","*","1.3","-","2.4"
"2045","2018","West Dunbartonshire","Groups or individual harassing others","25.6","7.1","*","*","*","14"
"2046","2018","West Lothian","Groups or individual harassing others","*","7.1","4.4","*","*","3.9"
"2047","2018","Aberdeen City","Drugs misuse","*","28.6","21.9","11","1","14.3"
"2048","2018","Aberdeenshire","Drugs misuse","*","*","7.1","4.1","6.2","8.8"
"2049","2018","Angus","Drugs misuse","*","*","6.7","3.3","*","8.2"
"2050","2018","Argyll & Bute","Drugs misuse","*","*","10","12.3","*","10.7"
"2051","2018","Clackmannanshire","Drugs misuse","15.3","9.5","*","*","*","8.1"
"2052","2018","Dumfries & Galloway","Drugs misuse","*","27.7","12.9","*","*","15.5"
"2053","2018","Dundee City","Drugs misuse","39.2","22.9","*","*","*","22.6"
"2054","2018","East Ayrshire","Drugs misuse","31.9","22.9","*","*","*","17.1"
"2055","2018","East Dunbartonshire","Drugs misuse","*","*","*","11.8","4.5","8.4"
"2056","2018","East Lothian","Drugs misuse","*","19.3","27.4","6","*","15.3"
"2057","2018","East Renfrewshire","Drugs misuse","*","*","*","*","0.3","2.8"
"2058","2018","Edinburgh, City of","Drugs misuse","31.1","19.9","15.2","4.4","1.8","10.7"
"2059","2018","Falkirk","Drugs misuse","*","4.4","*","*","*","7.8"
"2060","2018","Fife","Drugs misuse","34.7","8.6","12.1","0.9","1.9","11.1"
"2061","2018","Glasgow City","Drugs misuse","24.4","16.2","6","7.2","5","15.7"
"2062","2018","Highland","Drugs misuse","*","15.5","7.5","4.6","*","7.7"
"2063","2018","Inverclyde","Drugs misuse","10.2","*","*","*","*","7.2"
"2064","2018","Midlothian","Drugs misuse","*","21.1","4.6","6.7","*","13.5"
"2065","2018","Moray","Drugs misuse","*","*","9.8","2.6","*","5.7"
"2066","2018","Na-h Eileanan Siar","Drugs misuse","-","2.7","1.1","*","-","1.3"
"2067","2018","North Ayrshire","Drugs misuse","21.3","*","*","*","*","12.1"
"2068","2018","North Lanarkshire","Drugs misuse","29.4","21.9","10.1","*","*","17.7"
"2069","2018","Orkney Islands","Drugs misuse","-","*","2.7","0.4","*","2.2"
"2070","2018","Perth & Kinross","Drugs misuse","*","*","4.3","3","*","4"
"2071","2018","Renfrewshire","Drugs misuse","22.7","*","*","*","*","10.2"
"2072","2018","Scotland","Drugs misuse","28.3","17.5","9.8","4.8","3","12.4"
"2073","2018","Scottish Borders","Drugs misuse","*","*","9.5","5.3","*","10.6"
"2074","2018","Shetland Islands","Drugs misuse","-","*","2.3","7","-","6.7"
"2075","2018","South Ayrshire","Drugs misuse","*","14.2","*","*","*","10.6"
"2076","2018","South Lanarkshire","Drugs misuse","34.2","17.5","7.5","10.3","*","16.7"
"2077","2018","Stirling","Drugs misuse","*","*","*","2.5","6.9","7.4"
"2078","2018","West Dunbartonshire","Drugs misuse","48.6","38.8","*","*","*","36.1"
"2079","2018","West Lothian","Drugs misuse","*","17","12.3","*","*","12.4"
"2080","2018","Aberdeen City","Rowdy behaviour","*","22.5","13.3","7.1","4.9","10.5"
"2081","2018","Aberdeenshire","Rowdy behaviour","*","*","4.9","6.8","1.8","5.3"
"2082","2018","Angus","Rowdy behaviour","*","*","1.5","-","*","3.6"
"2083","2018","Argyll & Bute","Rowdy behaviour","*","*","1.3","6.4","*","5.2"
"2084","2018","Clackmannanshire","Rowdy behaviour","17.6","9.7","*","*","*","8.3"
"2085","2018","Dumfries & Galloway","Rowdy behaviour","*","11.3","2.9","*","*","5.9"
"2086","2018","Dundee City","Rowdy behaviour","21.2","15.3","*","*","*","14.4"
"2087","2018","East Ayrshire","Rowdy behaviour","16.6","8.3","*","*","*","9.8"
"2088","2018","East Dunbartonshire","Rowdy behaviour","*","*","*","6.3","2.2","6.3"
"2089","2018","East Lothian","Rowdy behaviour","*","9.8","3.6","3.5","*","5.2"
"2090","2018","East Renfrewshire","Rowdy behaviour","*","*","*","*","1.7","3.4"
"2091","2018","Edinburgh, City of","Rowdy behaviour","24.5","20.4","25.1","11","6.3","14.3"
"2092","2018","Falkirk","Rowdy behaviour","*","2.9","*","*","*","7"
"2093","2018","Fife","Rowdy behaviour","25.8","10.1","9","6","3.4","10.4"
"2094","2018","Glasgow City","Rowdy behaviour","23.4","23.7","20.3","15","18.1","21.3"
"2095","2018","Highland","Rowdy behaviour","*","6.9","2.7","2.6","*","4.4"
"2096","2018","Inverclyde","Rowdy behaviour","12.1","*","*","*","*","8.2"
"2097","2018","Midlothian","Rowdy behaviour","*","18.7","8.2","3.3","*","12"
"2098","2018","Moray","Rowdy behaviour","*","*","9.4","2.7","*","7.9"
"2099","2018","Na-h Eileanan Siar","Rowdy behaviour","-","1.5","1","*","-","1"
"2100","2018","North Ayrshire","Rowdy behaviour","18.1","*","*","*","*","14.1"
"2101","2018","North Lanarkshire","Rowdy behaviour","23.5","17.3","9.5","*","*","14.5"
"2102","2018","Orkney Islands","Rowdy behaviour","-","*","1.6","0.9","*","1.4"
"2103","2018","Perth & Kinross","Rowdy behaviour","*","*","5.2","2.6","*","3.7"
"2104","2018","Renfrewshire","Rowdy behaviour","13.1","*","*","*","*","7.4"
"2105","2018","Scotland","Rowdy behaviour","22.5","14.8","8.9","5.9","4.1","11.1"
"2106","2018","Scottish Borders","Rowdy behaviour","*","*","5.7","3.1","*","7.2"
"2107","2018","Shetland Islands","Rowdy behaviour","-","*","6","1.3","-","2.8"
"2108","2018","South Ayrshire","Rowdy behaviour","*","3.7","*","*","*","5.1"
"2109","2018","South Lanarkshire","Rowdy behaviour","27.7","18.1","7.2","10.4","*","14.1"
"2110","2018","Stirling","Rowdy behaviour","*","*","*","8.8","4.7","12"
"2111","2018","West Dunbartonshire","Rowdy behaviour","38","18.9","*","*","*","25.1"
"2112","2018","West Lothian","Rowdy behaviour","*","16.2","10","*","*","10"
"2113","2018","Aberdeen City","Noisy neighbours/regular loud parties","*","17.8","21.5","11.7","6.3","13.1"
"2114","2018","Aberdeenshire","Noisy neighbours/regular loud parties","*","*","8.1","3.4","11.3","7.7"
"2115","2018","Angus","Noisy neighbours/regular loud parties","*","*","-","-","*","5.2"
"2116","2018","Argyll & Bute","Noisy neighbours/regular loud parties","*","*","3.2","6.2","*","5.5"
"2117","2018","Clackmannanshire","Noisy neighbours/regular loud parties","20.3","9.2","*","*","*","10.3"
"2118","2018","Dumfries & Galloway","Noisy neighbours/regular loud parties","*","7.5","8.2","*","*","6.4"
"2119","2018","Dundee City","Noisy neighbours/regular loud parties","23.5","18.8","*","*","*","15.1"
"2120","2018","East Ayrshire","Noisy neighbours/regular loud parties","12.8","15.8","*","*","*","8.3"
"2121","2018","East Dunbartonshire","Noisy neighbours/regular loud parties","*","*","*","2.2","3.4","5.1"
"2122","2018","East Lothian","Noisy neighbours/regular loud parties","*","10.6","10.3","1.4","*","7"
"2123","2018","East Renfrewshire","Noisy neighbours/regular loud parties","*","*","*","*","2.4","5.3"
"2124","2018","Edinburgh, City of","Noisy neighbours/regular loud parties","22.7","16.3","18.4","13.3","4.7","12.2"
"2125","2018","Falkirk","Noisy neighbours/regular loud parties","*","7.5","*","*","*","9.1"
"2126","2018","Fife","Noisy neighbours/regular loud parties","19.4","16","9.4","11","2.5","11.3"
"2127","2018","Glasgow City","Noisy neighbours/regular loud parties","16.2","16","12.9","10.2","7.2","13.8"
"2128","2018","Highland","Noisy neighbours/regular loud parties","*","10.9","4.1","11.4","*","9.2"
"2129","2018","Inverclyde","Noisy neighbours/regular loud parties","11.5","*","*","*","*","8.5"
"2130","2018","Midlothian","Noisy neighbours/regular loud parties","*","10.6","3.5","0.8","*","5.8"
"2131","2018","Moray","Noisy neighbours/regular loud parties","*","*","10.3","4.5","*","7.4"
"2132","2018","Na-h Eileanan Siar","Noisy neighbours/regular loud parties","-","4.3","1.4","*","-","2.3"
"2133","2018","North Ayrshire","Noisy neighbours/regular loud parties","11","*","*","*","*","7"
"2134","2018","North Lanarkshire","Noisy neighbours/regular loud parties","18.2","14.6","7.3","*","*","11.4"
"2135","2018","Orkney Islands","Noisy neighbours/regular loud parties","-","*","4.9","1.3","*","2.1"
"2136","2018","Perth & Kinross","Noisy neighbours/regular loud parties","*","*","1.9","9.9","*","6.4"
"2137","2018","Renfrewshire","Noisy neighbours/regular loud parties","16.8","*","*","*","*","7"
"2138","2018","Scotland","Noisy neighbours/regular loud parties","19.3","13","8","6.2","4.1","10"
"2139","2018","Scottish Borders","Noisy neighbours/regular loud parties","*","*","10.7","3.9","*","8"
"2140","2018","Shetland Islands","Noisy neighbours/regular loud parties","-","*","6.7","2.4","-","4.7"
"2141","2018","South Ayrshire","Noisy neighbours/regular loud parties","*","6.9","*","*","*","4.6"
"2142","2018","South Lanarkshire","Noisy neighbours/regular loud parties","19.8","10.6","1.3","2","*","7.7"
"2143","2018","Stirling","Noisy neighbours/regular loud parties","*","*","*","12.2","9.7","12.1"
"2144","2018","West Dunbartonshire","Noisy neighbours/regular loud parties","37.1","17.7","*","*","*","24.5"
"2145","2018","West Lothian","Noisy neighbours/regular loud parties","*","13.3","17.4","*","*","12.9"
"2146","2018","Aberdeen City","Neighbour disputes","*","16.5","7.7","5","-","5.9"
"2147","2018","Aberdeenshire","Neighbour disputes","*","*","1.8","3.2","3","2.7"
"2148","2018","Angus","Neighbour disputes","*","*","7.6","2.1","*","6"
"2149","2018","Argyll & Bute","Neighbour disputes","*","*","3.8","6.4","*","4.7"
"2150","2018","Clackmannanshire","Neighbour disputes","11","2.4","*","*","*","5"
"2151","2018","Dumfries & Galloway","Neighbour disputes","*","12.1","5.6","*","*","5.6"
"2152","2018","Dundee City","Neighbour disputes","13.6","2.9","*","*","*","6.4"
"2153","2018","East Ayrshire","Neighbour disputes","11","6","*","*","*","7.6"
"2154","2018","East Dunbartonshire","Neighbour disputes","*","*","*","1.1","2.6","2.9"
"2155","2018","East Lothian","Neighbour disputes","*","8.8","11.2","5.4","*","7"
"2156","2018","East Renfrewshire","Neighbour disputes","*","*","*","*","1.8","5.3"
"2157","2018","Edinburgh, City of","Neighbour disputes","17.6","12.4","5.2","5.5","2.2","6.7"
"2158","2018","Falkirk","Neighbour disputes","*","1.2","*","*","*","4.5"
"2159","2018","Fife","Neighbour disputes","14.3","6.2","7.4","6","4.8","7.5"
"2160","2018","Glasgow City","Neighbour disputes","9.6","6.8","0.8","2.9","1.4","6"
"2161","2018","Highland","Neighbour disputes","*","10.8","1.8","4.1","*","5.4"
"2162","2018","Inverclyde","Neighbour disputes","7.1","*","*","*","*","5.2"
"2163","2018","Midlothian","Neighbour disputes","*","7.1","1.3","-","*","3.6"
"2164","2018","Moray","Neighbour disputes","*","*","7.2","1.7","*","5.3"
"2165","2018","Na-h Eileanan Siar","Neighbour disputes","-","2.7","1.3","*","-","1.5"
"2166","2018","North Ayrshire","Neighbour disputes","11.8","*","*","*","*","6.5"
"2167","2018","North Lanarkshire","Neighbour disputes","18.3","9.8","10","*","*","11.1"
"2168","2018","Orkney Islands","Neighbour disputes","-","*","3.6","4.9","*","4.2"
"2169","2018","Perth & Kinross","Neighbour disputes","*","*","7.9","7","*","6.6"
"2170","2018","Renfrewshire","Neighbour disputes","9.1","*","*","*","*","4.7"
"2171","2018","Scotland","Neighbour disputes","13","7.9","4.8","3.7","1.9","6.2"
"2172","2018","Scottish Borders","Neighbour disputes","*","*","5.8","1.9","*","4.5"
"2173","2018","Shetland Islands","Neighbour disputes","-","*","9.5","1.3","-","3.8"
"2174","2018","South Ayrshire","Neighbour disputes","*","6.3","*","*","*","5.4"
"2175","2018","South Lanarkshire","Neighbour disputes","10.6","10.3","1.2","4.5","*","5.8"
"2176","2018","Stirling","Neighbour disputes","*","*","*","1.9","-","4.1"
"2177","2018","West Dunbartonshire","Neighbour disputes","16.5","4.3","*","*","*","10.4"
"2178","2018","West Lothian","Neighbour disputes","*","9","8.4","*","*","8.6"
"2179","2018","Aberdeen City","Rubbish / litter lying around","*","44.4","31.6","23.8","11.9","25.2"
"2180","2018","Aberdeenshire","Rubbish / litter lying around","*","*","16.1","11.5","11.7","13"
"2181","2018","Angus","Rubbish / litter lying around","*","*","27.9","35.2","*","28.5"
"2182","2018","Argyll & Bute","Rubbish / litter lying around","*","*","18.1","22.6","*","23.7"
"2183","2018","Clackmannanshire","Rubbish / litter lying around","23.4","23","*","*","*","20.4"
"2184","2018","Dumfries & Galloway","Rubbish / litter lying around","*","35.8","17.5","*","*","22.3"
"2185","2018","Dundee City","Rubbish / litter lying around","43.9","40.4","*","*","*","35.3"
"2186","2018","East Ayrshire","Rubbish / litter lying around","57.2","29.7","*","*","*","37.5"
"2187","2018","East Dunbartonshire","Rubbish / litter lying around","*","*","*","18.5","20.3","20.9"
"2188","2018","East Lothian","Rubbish / litter lying around","*","24.2","27.9","22.6","*","23.1"
"2189","2018","East Renfrewshire","Rubbish / litter lying around","*","*","*","*","18.4","22.5"
"2190","2018","Edinburgh, City of","Rubbish / litter lying around","62.1","45.4","42.7","41.4","25.3","38.3"
"2191","2018","Falkirk","Rubbish / litter lying around","*","28.2","*","*","*","22.5"
"2192","2018","Fife","Rubbish / litter lying around","37.6","38.5","21","18.2","9.3","24.3"
"2193","2018","Glasgow City","Rubbish / litter lying around","58.7","46.3","46","43.1","40.6","50.6"
"2194","2018","Highland","Rubbish / litter lying around","*","27.8","17","6.8","*","14.7"
"2195","2018","Inverclyde","Rubbish / litter lying around","20.5","*","*","*","*","19.3"
"2196","2018","Midlothian","Rubbish / litter lying around","*","45.5","25.1","19.9","*","32.3"
"2197","2018","Moray","Rubbish / litter lying around","*","*","25","9.5","*","18.4"
"2198","2018","Na-h Eileanan Siar","Rubbish / litter lying around","-","2.4","1.3","*","-","1.4"
"2199","2018","North Ayrshire","Rubbish / litter lying around","30.7","*","*","*","*","29"
"2200","2018","North Lanarkshire","Rubbish / litter lying around","46.2","43.2","31.4","*","*","35.5"
"2201","2018","Orkney Islands","Rubbish / litter lying around","-","*","7.7","7.6","*","7.5"
"2202","2018","Perth & Kinross","Rubbish / litter lying around","*","*","19.8","27.4","*","25.4"
"2203","2018","Renfrewshire","Rubbish / litter lying around","40.8","*","*","*","*","30.1"
"2204","2018","Scotland","Rubbish / litter lying around","46.7","36.7","27.4","21.2","18.2","29.7"
"2205","2018","Scottish Borders","Rubbish / litter lying around","*","*","22.6","15.1","*","19.2"
"2206","2018","Shetland Islands","Rubbish / litter lying around","-","*","7.5","10.5","-","10.1"
"2207","2018","South Ayrshire","Rubbish / litter lying around","*","38.8","*","*","*","33.4"
"2208","2018","South Lanarkshire","Rubbish / litter lying around","43.8","25","23.5","19.8","*","27.3"
"2209","2018","Stirling","Rubbish / litter lying around","*","*","*","14.2","16.7","24.5"
"2210","2018","West Dunbartonshire","Rubbish / litter lying around","53.5","44.3","*","*","*","41.2"
"2211","2018","West Lothian","Rubbish / litter lying around","*","31.7","38.6","*","*","32.3"
"2212","2018","Aberdeen City","Animal nuisance","*","35","26.2","16","16","22.6"
"2213","2018","Aberdeenshire","Animal nuisance","*","*","13.8","26.3","23.6","23"
"2214","2018","Angus","Animal nuisance","*","*","32.9","28.1","*","33.3"
"2215","2018","Argyll & Bute","Animal nuisance","*","*","31.2","31.2","*","34.7"
"2216","2018","Clackmannanshire","Animal nuisance","13.6","23.3","*","*","*","23.2"
"2217","2018","Dumfries & Galloway","Animal nuisance","*","54.1","34.6","*","*","40.2"
"2218","2018","Dundee City","Animal nuisance","32.9","26.5","*","*","*","25.8"
"2219","2018","East Ayrshire","Animal nuisance","46.7","38.4","*","*","*","37"
"2220","2018","East Dunbartonshire","Animal nuisance","*","*","*","21.6","24.9","25.3"
"2221","2018","East Lothian","Animal nuisance","*","50.5","40.7","37.7","*","38.2"
"2222","2018","East Renfrewshire","Animal nuisance","*","*","*","*","23","28.3"
"2223","2018","Edinburgh, City of","Animal nuisance","52","39.8","29.3","29.1","17.5","29"
"2224","2018","Falkirk","Animal nuisance","*","16.2","*","*","*","20"
"2225","2018","Fife","Animal nuisance","40.5","31.3","36.5","29.8","26.8","32.8"
"2226","2018","Glasgow City","Animal nuisance","45.2","43.3","39.2","32.1","19.3","39.2"
"2227","2018","Highland","Animal nuisance","*","25.3","17","14.8","*","18.8"
"2228","2018","Inverclyde","Animal nuisance","33.3","*","*","*","*","28"
"2229","2018","Midlothian","Animal nuisance","*","52.8","20.4","18.1","*","34.9"
"2230","2018","Moray","Animal nuisance","*","*","29.5","25.7","*","28.8"
"2231","2018","Na-h Eileanan Siar","Animal nuisance","-","1.9","7.6","*","-","6.5"
"2232","2018","North Ayrshire","Animal nuisance","39.1","*","*","*","*","35.9"
"2233","2018","North Lanarkshire","Animal nuisance","39.5","29.8","25.2","*","*","31.3"
"2234","2018","Orkney Islands","Animal nuisance","-","*","11.6","11.3","*","12"
"2235","2018","Perth & Kinross","Animal nuisance","*","*","29.8","31.1","*","30.8"
"2236","2018","Renfrewshire","Animal nuisance","50.2","*","*","*","*","36"
"2237","2018","Scotland","Animal nuisance","41.9","35.8","28.8","25.6","21.4","30.5"
"2238","2018","Scottish Borders","Animal nuisance","*","*","29.3","26.8","*","26.3"
"2239","2018","Shetland Islands","Animal nuisance","-","*","21.5","14.8","-","16.8"
"2240","2018","South Ayrshire","Animal nuisance","*","35.2","*","*","*","31.3"
"2241","2018","South Lanarkshire","Animal nuisance","38.9","36.4","25.6","27.2","*","31.2"
"2242","2018","Stirling","Animal nuisance","*","*","*","17.3","23.6","29.4"
"2243","2018","West Dunbartonshire","Animal nuisance","49.9","45.7","*","*","*","41.4"
"2244","2018","West Lothian","Animal nuisance","*","20.7","29.1","*","*","26.4"
"2245","2018","Aberdeen City","Abandoned/burnt out vehicles","*","6","2.2","-","2.3","3.4"
"2246","2018","Aberdeenshire","Abandoned/burnt out vehicles","*","*","-","2.8","-","1.3"
"2247","2018","Angus","Abandoned/burnt out vehicles","*","*","0.9","2.4","*","2"
"2248","2018","Argyll & Bute","Abandoned/burnt out vehicles","*","*","-","1","*","0.2"
"2249","2018","Clackmannanshire","Abandoned/burnt out vehicles","-","0.8","*","*","*","0.2"
"2250","2018","Dumfries & Galloway","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"2251","2018","Dundee City","Abandoned/burnt out vehicles","4.5","1.3","*","*","*","2.7"
"2252","2018","East Ayrshire","Abandoned/burnt out vehicles","2.5","-","*","*","*","0.9"
